"centerLong","centerLat","cluster"
-93.26388,44.94395,1
-93.26139,44.94745,1
-93.27222,44.94835,1
-93.23589,44.91004,4
-93.26382,44.96716,2
-93.30089,45.00119,3
-93.27781,44.9658,1
-93.24913,44.98322,2
-93.2715,44.97927,2
-93.2273,44.93231,4
-93.29258,45.00537,3
-93.26769,45.03084,3
-93.22883,45.00363,2
-93.23619,44.96006,2
-93.30894,44.92894,1
-93.28951,45.00424,3
-93.24288,44.99509,2
-93.30071,44.98816,3
-93.26204,44.94835,1
-93.24736,44.95464,2
-93.21144,44.94925,4
-93.27897,44.96637,1
-93.23084,44.94497,4
-93.31817,45.04669,3
-93.27658,44.96458,1
-93.27663,44.94044,1
-93.28102,44.97449,1
-93.21921,44.92059,4
-93.2626,44.95463,1
-93.20908,44.97753,2
-93.26829,44.96805,2
-93.28748,44.9466,1
-93.22905,44.96097,2
-93.3134,45.02318,3
-93.25047,44.96093,2
-93.30274,45.03127,3
-93.23853,44.96397,2
-93.27781,44.9618,1
-93.2664,44.95821,1
-93.2881,44.94748,1
-93.31748,45.03442,3
-93.21277,44.89723,4
-93.29083,44.90418,4
-93.24924,44.99509,2
-93.28179,45.00479,3
-93.21415,44.91841,4
-93.2346,44.98196,2
-93.30254,45.0132,3
-93.24418,44.93592,4
-93.29255,44.94836,1
-93.25797,44.97736,2
-93.26638,44.96716,2
-93.24725,44.96717,2
-93.27403,44.92961,4
-93.30085,45.03231,3
-93.26779,44.8934,4
-93.29001,44.94836,1
-93.31578,44.96202,1
-93.2721,44.99937,3
-93.23655,44.91493,4
-93.22283,44.96975,2
-93.2355,44.98425,2
-93.27348,44.94835,1
-93.28646,45.00424,3
-93.28299,44.95134,1
-93.21427,44.97188,2
-93.22815,44.96338,2
-93.27771,44.9705,1
-93.30089,45.00119,3
-93.30249,45.03544,3
-93.29181,45.01943,3
-93.27275,44.96458,1
-93.28539,44.97915,2
-93.2677,44.94408,1
-93.25524,44.98705,2
-93.23592,44.93501,4
-93.25239,44.92958,4
-93.3214,44.91335,1
-93.26511,44.95821,1
-93.25413,44.98651,2
-93.27359,44.9853,2
-93.30696,45.01233,3
-93.27331,44.99939,3
-93.29637,44.94836,1
-93.22428,44.96904,2
-93.25142,44.98283,2
-93.2524,44.9188,4
-93.23652,45.00958,2
-93.26458,44.94835,1
-93.30087,44.94394,1
-93.2595,44.98743,2
-93.28322,44.96692,1
-93.27781,44.96471,1
-93.27781,44.96789,1
-93.28307,44.93499,1
-93.22068,44.97316,2
-93.30071,44.97851,1
-93.27536,44.95015,1
-93.24868,44.94921,4
-93.25249,44.94921,4
-93.30207,44.95136,1
-93.25244,44.95464,1
-93.21078,44.94834,4
-93.29315,44.98576,3
-93.30012,44.95507,1
-93.23619,44.96006,2
-93.31725,44.97659,1
-93.29688,45.02308,3
-93.2976,44.95195,1
-93.23202,45.01049,2
-93.25542,44.96454,2
-93.28019,44.98504,2
-93.30083,44.99984,3
-93.26121,44.99502,2
-93.31076,45.0015,3
-93.27719,44.95919,1
-93.26929,45.00033,3
-93.25407,44.9765,2
-93.29315,44.95464,1
-93.30071,44.97756,1
-93.2537,44.95644,2
-93.29563,45.00538,3
-93.28314,44.9205,4
-93.26409,44.96891,2
-93.23514,44.94837,4
-93.26517,44.91701,4
-93.27781,44.96407,1
-93.23677,44.98153,2
-93.23587,44.9987,2
-93.26967,44.97774,2
-93.2283,44.92778,4
-93.26252,44.93685,4
-93.24736,45.00741,2
-93.27965,44.95284,1
-93.28952,45.00086,3
-93.25978,44.99295,2
-93.21501,44.97089,2
-93.30196,44.9883,3
-93.2781,44.89493,4
-93.2273,44.93231,4
-93.26312,44.97236,2
-93.255,44.95283,1
-93.2435,45.02672,3
-93.22883,45.00363,2
-93.28133,44.95134,1
-93.26912,44.9795,2
-93.27316,44.97996,2
-93.28102,44.97449,1
-93.29703,44.94565,1
-93.25407,44.9765,2
-93.31524,45.00783,3
-93.25612,45.01216,3
-93.21773,44.99703,2
-93.3216,44.94671,1
-93.2448,44.92962,4
-93.26114,44.98137,2
-93.288,44.9618,1
-93.26692,44.97332,2
-93.23846,44.93141,4
-93.29052,45.01042,3
-93.26069,44.97851,2
-93.30695,44.99577,3
-93.27533,44.95463,1
-93.31598,44.97983,1
-93.27968,44.94954,1
-93.27237,44.97563,2
-93.29578,44.94382,1
-93.30582,44.98335,3
-93.24471,45.00693,2
-93.26828,44.96891,2
-93.30272,44.94926,1
-93.24733,44.95779,2
-93.31763,44.93457,1
-93.25755,45.00581,3
-93.2811,44.98422,2
-93.32505,44.94599,1
-93.25551,44.96003,2
-93.27431,44.97449,2
-93.23617,44.98,2
-93.28829,44.90579,4
-93.27078,44.93234,4
-93.29267,45.03757,3
-93.24062,44.94746,4
-93.25238,44.92603,4
-93.28436,44.93499,1
-93.24226,44.9978,2
-93.28101,45.00256,3
-93.26157,45.00927,3
-93.25672,44.969,2
-93.23615,44.9666,2
-93.24674,44.97421,2
-93.28502,44.93226,1
-93.21719,44.94835,4
-93.29938,45.01588,3
-93.31077,45.00738,3
-93.27963,44.95642,1
-93.30632,44.99875,3
-93.24722,44.97263,2
-93.26884,44.93506,4
-93.27406,44.95462,1
-93.29302,44.96051,1
-93.26041,44.97776,2
-93.28873,44.94836,1
-93.2781,44.89493,4
-93.26884,44.92783,4
-93.24004,44.9809,2
-93.23955,44.98264,2
-93.29018,44.98278,2
-93.29938,45.01588,3
-93.2964,45.0026,3
-93.24557,44.98309,2
-93.27643,44.9768,2
-93.25375,44.951,1
-93.22296,44.92602,4
-93.22883,45.00363,2
-93.27038,45.02136,3
-93.29315,44.98576,3
-93.21136,44.91445,4
-93.26376,44.92784,4
-93.22883,45.00363,2
-93.29063,44.9492,1
-93.22883,45.00363,2
-93.21786,44.92786,4
-93.28831,44.90236,4
-93.314,44.98792,3
-93.25118,44.95464,2
-93.24871,44.98758,2
-93.27359,44.9853,2
-93.26249,44.93324,4
-93.28887,44.93407,1
-93.2582,44.96002,2
-93.28053,44.9466,1
-93.26889,45.01211,3
-93.23846,44.93141,4
-93.29105,45.00204,3
-93.29559,45.01584,3
-93.22033,44.90446,4
-93.30004,45.02402,3
-93.21274,44.94057,4
-93.27857,44.98551,2
-93.29829,44.94747,1
-93.28309,44.92956,1
-93.27781,44.96842,1
-93.29827,44.94881,1
-93.30118,45.02945,3
-93.29432,45.01222,3
-93.29434,44.96357,1
-93.22294,44.94049,4
-93.27316,44.97996,2
-93.28425,44.95284,1
-93.27429,44.98078,2
-93.25752,44.99767,2
-93.28601,44.96798,1
-93.24795,44.92863,4
-93.27428,44.97998,2
-93.2639,44.9457,1
-93.22103,44.91968,4
-93.3216,44.94671,1
-93.2702,44.94046,1
-93.29367,44.94891,1
-93.27179,44.97736,2
-93.25118,44.95464,2
-93.27662,44.9314,1
-93.25495,44.93864,4
-93.2346,44.98196,2
-93.29306,45.01178,3
-93.29178,45.00863,3
-93.3073,44.98073,1
-93.29563,45.00538,3
-93.2473,44.91708,4
-93.25808,44.96958,2
-93.26121,44.99502,2
-93.23853,44.96397,2
-93.23057,44.98783,2
-93.32395,44.92782,1
-93.20889,44.90266,4
-93.32395,44.92782,1
-93.26692,44.97332,2
-93.29104,45.00536,3
-93.27664,44.92235,4
-93.24478,44.92602,4
-93.32318,44.94571,1
-93.26828,45.00277,3
-93.23587,44.9987,2
-93.27316,44.97996,2
-93.28021,45.00478,3
-93.25968,44.96332,2
-93.27282,44.94581,1
-93.27237,44.97563,2
-93.29065,44.94748,1
-93.21136,44.91445,4
-93.22883,45.00363,2
-93.29963,44.94042,1
-93.25239,44.92958,4
-93.27529,44.96574,1
-93.25245,45.00198,2
-93.25756,44.95101,1
-93.27314,44.9808,2
-93.25115,44.99599,2
-93.2957,44.95284,1
-93.30952,45.01775,3
-93.27188,44.98006,2
-93.25354,44.95957,2
-93.2677,44.95283,1
-93.29059,44.95463,1
-93.20899,44.96751,2
-93.25239,44.92958,4
-93.27214,45.01588,3
-93.26121,44.99502,2
-93.2563,44.94745,1
-93.26441,44.93596,4
-93.23695,44.96275,2
-93.24863,44.93863,4
-93.24674,44.97421,2
-93.24486,44.94565,4
-93.28809,44.9492,1
-93.21126,44.96548,2
-93.28556,44.94748,1
-93.27292,44.9739,2
-93.23937,44.89801,4
-93.29311,44.95822,1
-93.2461,44.94383,4
-93.30512,44.98608,3
-93.23525,45.00597,2
-93.27018,44.93866,1
-93.2594,44.9197,4
-93.25407,44.9765,2
-93.28991,45.01491,3
-93.27403,44.96332,1
-93.28126,44.97157,1
-93.26024,44.9998,2
-93.27415,44.91515,4
-93.28209,44.97158,1
-93.30216,44.98527,3
-93.25593,44.9765,2
-93.29924,45.05023,3
-93.28299,44.95134,1
-93.29194,44.94566,1
-93.26127,44.92423,4
-93.22985,44.96007,2
-93.28148,45.01906,3
-93.26769,45.03084,3
-93.29944,44.9785,1
-93.24477,45.02852,3
-93.25059,44.94836,4
-93.29149,44.97895,1
-93.24984,44.96003,2
-93.26767,45.0046,3
-93.24696,44.98366,2
-93.27279,44.94226,1
-93.24861,44.95643,2
-93.28551,44.95463,1
-93.24984,44.96003,2
-93.28801,44.96002,1
-93.26367,44.97718,2
-93.27771,44.9705,1
-93.27169,45.00803,3
-93.24723,45.03253,3
-93.2315,44.99516,2
-93.21786,44.92786,4
-93.27013,45.0177,3
-93.30827,44.98698,3
-93.27188,44.98006,2
-93.25308,45.0009,2
-93.23037,44.98596,2
-93.22762,44.93684,4
-93.31205,45.00138,3
-93.22369,44.93144,4
-93.30291,45.00176,3
-93.25418,44.96092,2
-93.25756,44.95101,1
-93.27172,45.01056,3
-93.21112,44.97345,2
-93.21112,44.97345,2
-93.29509,44.95777,1
-93.24736,44.93863,4
-93.24226,44.9978,2
-93.28992,45.01851,3
-93.24868,44.94921,4
-93.26385,45.00306,3
-93.24094,45.03234,3
-93.26076,44.94836,1
-93.25672,44.969,2
-93.27534,44.97758,2
-93.26835,44.9179,4
-93.30322,44.98879,3
-93.27962,44.95821,1
-93.24735,45.01152,3
-93.22883,45.00363,2
-93.28125,44.96179,1
-93.22285,44.91035,4
-93.26394,44.97468,2
-93.26,44.92422,4
-93.23138,45.00958,2
-93.2881,44.94748,1
-93.26316,45.01632,3
-93.2964,45.0026,3
-93.31928,44.95639,1
-93.25091,45.01037,3
-93.2941,44.98584,3
-93.32694,44.94782,1
-93.29571,44.95099,1
-93.26768,44.95462,1
-93.23025,44.94045,4
-93.30694,45.0012,3
-93.25334,44.99299,2
-93.2623,44.97661,2
-93.23536,44.96275,2
-93.30965,44.98699,3
-93.22819,45.00594,2
-93.23472,44.95108,4
-93.26467,45.01544,3
-93.241,45.00686,2
-93.2595,44.97882,2
-93.27422,44.97839,2
-93.27348,44.94835,1
-93.24733,45.01406,3
-93.2417,44.96401,2
-93.2273,44.93231,4
-93.32622,44.94278,1
-93.28156,44.9958,3
-93.28047,44.95553,1
-93.27222,44.94835,1
-93.27968,44.94954,1
-93.23332,45.00687,2
-93.31334,45.01053,3
-93.26966,44.94835,1
-93.27781,44.9618,1
-93.22883,45.00363,2
-93.29563,45.00205,3
-93.25251,44.97505,2
-93.29944,44.99228,3
-93.28122,44.99146,3
-93.3216,44.94671,1
-93.25889,45.00198,3
-93.28427,44.95015,1
-93.24544,44.9987,2
-93.23614,44.96751,2
-93.27968,44.94954,1
-93.23538,44.98098,2
-93.27793,44.92234,4
-93.29376,45.02578,3
-93.25189,45.03239,3
-93.22351,44.98786,2
-93.21164,45.00228,2
-93.23332,45.00687,2
-93.23617,44.96186,2
-93.3,45.02039,3
-93.29189,44.95099,1
-93.31718,44.99246,3
-93.27713,44.96981,1
-93.27533,44.95463,1
-93.25372,44.94213,4
-93.28723,45.00148,3
-93.26383,44.96396,2
-93.24258,44.98191,2
-93.25365,44.92962,4
-93.26894,44.94227,1
-93.29833,45.03439,3
-93.28053,44.9466,1
-93.25884,44.94745,1
-93.24546,44.96381,2
-93.28053,44.9466,1
-93.24036,44.93051,4
-93.28673,44.9618,1
-93.30894,44.92894,1
-93.26611,44.97429,2
-93.21992,44.92604,4
-93.23581,44.98502,2
-93.3042,44.8943,4
-93.22826,44.96007,2
-93.2951,44.94836,1
-93.22369,44.93144,4
-93.26312,44.97236,2
-93.2639,44.9457,1
-93.25876,44.95823,1
-93.31094,45.0268,3
-93.27643,44.9768,2
-93.22146,44.97217,2
-93.26835,44.9179,4
-93.25242,44.99421,2
-93.27314,44.9808,2
-93.25375,44.951,1
-93.30517,44.98076,1
-93.2651,44.96458,2
-93.2461,44.94383,4
-93.26382,44.96716,2
-93.30019,44.94836,1
-93.27188,44.98006,2
-93.31687,44.94983,1
-93.22949,44.97365,2
-93.24865,44.95285,2
-93.23519,44.97133,2
-93.24737,44.94043,4
-93.2306,44.96276,2
-93.28953,45.01132,3
-93.26114,44.98137,2
-93.21563,44.98269,2
-93.25566,44.98822,2
-93.32821,44.98077,1
-93.22883,45.00363,2
-93.22883,45.00363,2
-93.30225,44.92837,1
-93.22545,44.92961,4
-93.26475,44.97043,2
-93.26638,44.97178,2
-93.25164,44.97608,2
-93.25246,44.94382,4
-93.26482,44.9693,2
-93.30426,45.04846,3
-93.22994,44.98783,2
-93.22292,44.91877,4
-93.30064,45.01229,3
-93.24467,45.01859,3
-93.28827,44.92952,1
-93.29304,45.00684,3
-93.29317,44.95099,1
-93.28642,45.01246,3
-93.28183,44.99967,3
-93.27377,44.97622,2
-93.27529,44.9865,2
-93.25671,45.01053,3
-93.26769,45.03084,3
-93.24727,45.01767,3
-93.24378,45.01769,3
-93.25885,44.91121,4
-93.22883,45.00363,2
-93.22418,44.8987,4
-93.28701,44.91685,4
-93.28302,44.94747,1
-93.24762,44.97037,2
-93.29055,45.01942,3
-93.22883,45.00363,2
-93.27769,44.97389,2
-93.30448,44.98698,3
-93.28554,44.95015,1
-93.26756,44.92604,4
-93.26966,44.94835,1
-93.28052,44.94834,1
-93.23272,44.94385,4
-93.27733,44.97845,2
-93.26557,44.97275,2
-93.2451,44.98485,2
-93.28302,44.94747,1
-93.27623,44.98717,2
-93.2651,44.96761,2
-93.26376,44.93487,4
-93.28952,45.00086,3
-93.24471,45.00693,2
-93.26312,44.97236,2
-93.27655,44.90624,4
-93.24606,44.92782,4
-93.28814,44.94382,1
-93.2499,44.94044,4
-93.24353,44.93142,4
-93.22815,45.0123,2
-93.28674,44.96001,1
-93.2701,45.00804,3
-93.25428,44.93413,4
-93.232,45.01478,2
-93.30826,45.01956,3
-93.29443,44.95098,1
-93.26389,44.91701,4
-93.31462,44.99426,3
-93.31539,44.96818,1
-93.24258,44.98191,2
-93.26136,44.90797,4
-93.2524,44.93683,4
-93.24011,44.96397,2
-93.28019,44.98504,2
-93.2609,45.00089,3
-93.28802,45.01759,3
-93.27592,44.96268,1
-93.21563,44.98269,2
-93.2932,44.94748,1
-93.23458,44.98875,2
-93.27534,44.97758,2
-93.28569,45.00368,3
-93.30007,44.99149,3
-93.24907,44.98579,2
-93.20756,44.90811,4
-93.3073,44.98073,1
-93.22883,45.00363,2
-93.31207,44.99242,3
-93.24866,44.95101,4
-93.27477,44.98282,2
-93.24724,45.03032,3
-93.29702,45.02859,3
-93.30089,45.00119,3
-93.23715,44.95264,4
-93.30894,44.92894,1
-93.25889,45.00415,3
-93.26283,44.98147,2
-93.23677,44.98153,2
-93.22883,45.00363,2
-93.26136,44.95195,1
-93.29193,45.03053,3
-93.22601,44.89811,4
-93.32842,44.92543,1
-93.26645,44.94582,1
-93.29367,44.94891,1
-93.28953,45.01132,3
-93.26124,44.99766,2
-93.28803,44.95643,1
-93.26392,44.95014,1
-93.27084,44.96395,1
-93.31205,45.00873,3
-93.23892,44.94213,4
-93.28083,44.96932,1
-93.29578,44.94382,1
-93.2352,44.98349,2
-93.28129,44.95642,1
-93.25883,44.95151,1
-93.27369,44.97289,2
-93.27353,44.98855,2
-93.237,44.95556,2
-93.21534,44.97319,2
-93.23538,44.98098,2
-93.2789,44.9714,1
-93.27429,44.98078,2
-93.22238,44.92963,4
-93.22194,44.93145,4
-93.28043,45.0101,3
-93.22418,44.8987,4
-93.28952,45.00086,3
-93.22563,45.00668,2
-93.2639,44.9457,1
-93.28941,44.94567,1
-93.27272,44.93142,4
-93.30062,45.00688,3
-93.24418,44.93592,4
-93.28887,45.04119,3
-93.30001,45.01318,3
-93.30004,45.02402,3
-93.27643,44.9768,2
-93.28539,44.97915,2
-93.2037,44.92519,4
-93.28297,44.95284,1
-93.27663,44.94225,1
-93.27615,44.97596,2
-93.26892,44.92241,4
-93.22315,44.97365,2
-93.22293,44.92239,4
-93.26542,45.01316,3
-93.28655,45.02662,3
-93.31693,45.04851,3
-93.25164,44.97608,2
-93.27342,44.97543,2
-93.26769,45.03084,3
-93.28952,45.00086,3
-93.29454,44.94041,1
-93.21427,44.97188,2
-93.27658,44.96458,1
-93.28891,45.01221,3
-93.29937,45.01949,3
-93.26712,44.94835,1
-93.3228,44.94841,1
-93.24991,44.94213,4
-93.2173,44.9623,2
-93.3009,44.94042,1
-93.25629,44.9512,1
-93.25566,44.94564,4
-93.25542,44.96454,2
-93.28806,44.95284,1
-93.31466,44.98534,3
-93.26769,45.03084,3
-93.30064,45.0177,3
-93.29371,44.96542,1
-93.25166,45.01316,3
-93.27932,44.96932,1
-93.30571,44.99228,3
-93.28952,45.00086,3
-93.22018,44.92903,4
-93.26267,44.94883,1
-93.31114,45.00257,3
-93.24865,44.98497,2
-93.30145,44.94926,1
-93.28322,44.96692,1
-93.21146,45.00119,2
-93.24362,44.96162,2
-93.28751,44.94473,1
-93.28686,44.94379,1
-93.28434,44.9368,1
-93.29187,45.02667,3
-93.30191,45.0177,3
-93.28387,44.89236,4
-93.2076,44.90448,4
-93.26765,44.96331,1
-93.25997,44.93144,4
-93.27157,44.94921,1
-93.27275,44.96332,1
-93.28745,44.94836,1
-93.29143,45.043,3
-93.21646,44.9099,4
-93.27781,44.96842,1
-93.29833,45.03439,3
-93.29559,45.01946,3
-93.27771,44.9705,1
-93.21147,44.92429,4
-93.29915,45.04842,3
-93.24062,44.94746,4
-93.24171,44.98221,2
-93.28952,45.00086,3
-93.25164,44.97608,2
-93.2193,44.9726,2
-93.21662,44.92153,4
-93.23907,45.00958,2
-93.26003,44.95822,1
-93.2956,45.02126,3
-93.31269,45.01325,3
-93.243,45.01498,3
-93.28043,44.9609,1
-93.31113,45.04394,3
-93.24752,44.98775,2
-93.27819,44.97694,2
-93.2944,45.02669,3
-93.28181,45.00202,3
-93.28949,44.93679,1
-93.25612,45.01216,3
-93.25775,44.98998,2
-93.2273,44.93231,4
-93.28887,45.0394,3
-93.26637,44.96626,2
-93.25658,44.97024,2
-93.26611,44.97429,2
-93.22747,44.93904,4
-93.2686,44.97791,2
-93.22774,44.94837,4
-93.30575,44.98539,3
-93.30063,45.00866,3
-93.21144,44.95098,4
-93.31402,44.98611,3
-93.27359,44.9853,2
-93.288,44.9618,1
-93.30426,45.04846,3
-93.25374,44.94382,4
-93.25493,44.99232,2
-93.29092,44.98678,3
-93.29616,44.98447,3
-93.29026,44.96348,1
-93.24828,44.97332,2
-93.25497,44.95644,1
-93.28338,45.00424,3
-93.3021,44.94881,1
-93.22695,44.95828,2
-93.2595,44.97882,2
-93.26283,44.98147,2
-93.23653,44.99149,2
-93.24932,44.94836,4
-93.25118,44.95464,2
-93.30951,45.01356,3
-93.31077,44.99605,3
-93.28129,44.95642,1
-93.24258,44.98191,2
-93.22693,44.98567,2
-93.28828,44.89873,4
-93.27536,44.95015,1
-93.23472,44.95108,4
-93.29305,45.01043,3
-93.2448,44.98408,2
-93.27316,44.97996,2
-93.30191,45.0177,3
-93.21427,44.97188,2
-93.23538,44.98098,2
-93.30064,45.01589,3
-93.2563,44.94745,1
-93.27281,44.94406,1
-93.28008,44.96879,1
-93.26912,44.9795,2
-93.26823,44.93777,1
-93.31882,44.90432,1
-93.27157,44.9475,1
-93.29496,45.01855,3
-93.26105,44.96454,2
-93.26312,44.97236,2
-93.26763,44.92242,4
-93.29376,44.96847,1
-93.26766,44.95642,1
-93.24036,44.93051,4
-93.26388,44.94395,1
-93.29686,45.02127,3
-93.26393,44.94751,1
-93.21911,44.94414,4
-93.28934,44.95284,1
-93.29558,45.01404,3
-93.28365,44.94835,1
-93.28422,44.95643,1
-93.25892,44.9664,2
-93.2653,44.97197,2
-93.26004,45.00927,3
-93.27403,44.96458,1
-93.29317,44.95099,1
-93.27536,44.95015,1
-93.29053,44.96181,1
-93.28053,44.9466,1
-93.22638,44.91641,4
-93.24859,44.95823,2
-93.28684,45.0412,3
-93.30569,45.00871,3
-93.2194,44.97027,2
-93.29071,45.03544,3
-93.26951,45.00601,3
-93.25244,44.95464,1
-93.24859,44.95823,2
-93.24739,44.95101,4
-93.27524,44.98816,2
-93.23472,44.95108,4
-93.26409,44.96891,2
-93.26382,44.96716,2
-93.29621,45.00595,3
-93.27274,44.96179,1
-93.29936,45.00869,3
-93.24739,44.94383,4
-93.27188,44.98006,2
-93.26912,44.9795,2
-93.27787,44.95463,1
-93.28245,44.93047,1
-93.2417,44.96401,2
-93.24736,45.00642,2
-93.24762,44.97037,2
-93.28299,44.95134,1
-93.28554,44.95015,1
-93.22705,44.95107,4
-93.24525,44.98232,2
-93.24036,44.93051,4
-93.23412,44.9837,2
-93.27277,44.94045,1
-93.28053,44.9466,1
-93.28927,44.9618,1
-93.27554,44.90244,4
-93.25874,44.92422,4
-93.31076,45.0015,3
-93.28643,45.01135,3
-93.27964,44.95463,1
-93.25996,44.93324,4
-93.24763,44.99594,2
-93.30152,44.94314,1
-93.24258,44.98191,2
-93.30707,44.97487,1
-93.29383,44.94836,1
-93.21723,44.92425,4
-93.25466,44.97467,2
-93.24011,44.96397,2
-93.27965,44.95284,1
-93.27237,44.97563,2
-93.29317,44.95099,1
-93.31461,44.9495,1
-93.25244,44.95464,1
-93.29994,45.03544,3
-93.31108,44.98331,3
-93.27534,44.97758,2
-93.27964,44.95463,1
-93.24725,44.97076,2
-93.26897,44.96179,1
-93.23852,44.95915,2
-93.3208,44.92333,1
-93.243,45.01498,3
-93.27791,44.93321,1
-93.23782,44.93411,4
-93.22219,44.98788,2
-93.3146,45.00201,3
-93.25852,45.00927,3
-93.26912,44.9795,2
-93.2844,44.92592,1
-93.29394,45.03781,3
-93.27237,44.97563,2
-93.30071,44.97851,1
-93.23213,44.92599,4
-93.26867,44.90375,4
-93.27643,44.9768,2
-93.26424,44.9609,1
-93.27789,44.95283,1
-93.27145,44.93685,1
-93.31309,44.98043,1
-93.28807,44.95099,1
-93.23853,44.96397,2
-93.26267,44.94883,1
-93.29252,44.95195,1
-93.22283,44.96975,2
-93.31593,44.98842,3
-93.30064,45.01589,3
-93.29956,44.94747,1
-93.22773,44.98535,2
-93.283,44.98705,2
-93.28058,44.9341,1
-93.27292,44.9739,2
-93.30225,44.92837,1
-93.25186,44.94836,4
-93.23311,44.94927,4
-93.2795,44.97792,2
-93.27671,44.91513,4
-93.23457,44.96397,2
-93.26901,44.94921,1
-93.25549,44.96093,2
-93.22294,44.94049,4
-93.29509,44.95777,1
-93.26157,45.00927,3
-93.25493,44.99232,2
-93.24995,44.96823,2
-93.2349,44.98272,2
-93.25249,44.94745,4
-93.22985,44.96007,2
-93.26383,44.92242,4
-93.2956,45.02126,3
-93.26312,44.97236,2
-93.29747,45.00956,3
-93.27643,44.9768,2
-93.27771,44.9705,1
-93.26769,45.03084,3
-93.30832,45.02318,3
-93.27793,44.92597,4
-93.28053,44.9466,1
-93.26959,44.98415,2
-93.29432,44.92311,1
-93.30274,44.94836,1
-93.27353,44.98855,2
-93.24471,45.00693,2
-93.21012,44.96894,2
-93.2626,44.95463,1
-93.29086,44.92047,1
-93.21206,44.94834,4
-93.29311,44.95822,1
-93.28952,45.00086,3
-93.28494,45.00086,3
-93.27299,44.98655,2
-93.24734,45.01586,3
-93.30064,45.01589,3
-93.29581,44.98269,3
-93.29627,45.02399,3
-93.25883,44.95151,1
-93.30145,44.94926,1
-93.30002,45.00778,3
-93.27401,44.96179,1
-93.30066,45.0024,3
-93.27219,44.94665,1
-93.283,44.94954,1
-93.25756,44.9461,1
-93.2447,44.96305,2
-93.2652,44.95014,1
-93.24606,44.92782,4
-93.229,44.96276,2
-93.28489,45.01135,3
-93.29633,44.95195,1
-93.2346,44.98196,2
-93.283,44.94954,1
-93.23212,44.93681,4
-93.2037,44.92519,4
-93.22159,44.90809,4
-93.2333,44.99056,2
-93.2284,44.94927,4
-93.3209,44.94495,1
-93.229,44.96399,2
-93.22726,44.89934,4
-93.26475,44.97043,2
-93.29637,44.94836,1
-93.26105,44.96945,2
-93.27192,44.98329,2
-93.2448,44.98408,2
-93.26381,44.93866,4
-93.26705,44.94318,1
-93.28548,44.95822,1
-93.26011,44.94745,1
-93.2944,44.95643,1
-93.20764,44.92067,4
-93.25431,44.91789,4
-93.26067,44.97198,2
-93.29578,45.03243,3
-93.2869,44.93859,1
-93.27713,44.96806,1
-93.23211,44.9314,4
-93.24559,45.00841,2
-93.26502,44.9712,2
-93.30572,45.01954,3
-93.24095,45.02495,3
-93.26112,45.03192,3
-93.23412,44.9837,2
-93.23022,44.92508,4
-93.24524,44.98814,2
-93.22472,44.95738,2
-93.29637,44.94836,1
-93.24725,44.96897,2
-93.2442,44.93953,4
-93.28809,45.02845,3
-93.2925,44.95554,1
-93.2652,44.95014,1
-93.24486,44.94565,4
-93.29317,44.95099,1
-93.29087,44.98589,3
-93.22055,44.96552,2
-93.28925,45.00862,3
-93.2279,44.97366,2
-93.29307,44.96357,1
-93.26767,44.94228,1
-93.30426,45.04846,3
-93.26841,44.98257,2
-93.26992,44.97526,2
-93.3032,44.91562,1
-93.28809,44.9492,1
-93.27932,44.96704,1
-93.29092,44.9627,1
-93.27534,44.95284,1
-93.2995,44.95302,1
-93.26766,44.95823,1
-93.2941,44.9997,3
-93.2899,44.96539,1
-93.27667,44.91874,4
-93.29062,45.03223,3
-93.21911,44.95106,4
-93.27128,44.97583,2
-93.22498,44.97248,2
-93.30067,44.99576,3
-93.2425,44.96338,2
-93.29148,45.04661,3
-93.23973,44.92961,4
-93.23085,44.93501,4
-93.29616,44.98427,3
-93.28218,44.94835,1
-93.27524,44.98816,2
-93.21689,44.91792,4
-93.27536,44.95015,1
-93.27524,44.98816,2
-93.29144,45.04118,3
-93.24734,45.01586,3
-93.23311,44.94927,4
-93.28322,44.96692,1
-93.31141,44.99515,3
-93.27795,44.91873,4
-93.21271,44.94925,4
-93.29033,44.97199,1
-93.2269,44.99783,2
-93.26611,44.97429,2
-93.29987,44.9539,1
-93.27149,44.95642,1
-93.27188,44.98006,2
-93.25244,44.94044,4
-93.28133,44.95134,1
-93.22498,44.97248,2
-93.29184,45.02305,3
-93.27661,44.93502,1
-93.28869,45.0315,3
-93.3073,44.98073,1
-93.29791,45.05023,3
-93.29053,44.96181,1
-93.27195,44.98246,2
-93.28156,44.9958,3
-93.29817,44.99039,3
-93.26478,44.99763,2
-93.23538,44.98098,2
-93.28313,44.92231,4
-93.2037,44.92519,4
-93.23695,44.96275,2
-93.23538,44.98098,2
-93.27466,44.96628,1
-93.26308,45.00035,3
-93.30869,44.91145,1
-93.26312,44.97236,2
-93.24752,44.98775,2
-93.2333,44.98874,2
-93.24922,44.91602,4
-93.24987,44.95823,2
-93.30869,44.91145,1
-93.27791,44.94213,1
-93.22474,44.90537,4
-93.31077,45.00738,3
-93.27792,44.94394,1
-93.26611,44.97429,2
-93.29652,44.95591,1
-93.24757,44.98519,2
-93.24408,44.96595,2
-93.29942,44.99467,3
-93.24725,44.97076,2
-93.28043,44.9609,1
-93.28219,44.9466,1
-93.24721,45.03469,3
-93.26156,44.9998,3
-93.24143,44.98145,2
-93.31578,44.96202,1
