"centerLong","centerLat","cluster"
-93.26593,44.98218,2
-93.23412,44.9837,2
-93.28125,44.96179,1
-93.27292,44.9739,2
-93.22055,44.96552,2
-93.28618,44.94473,1
-93.23473,44.98524,2
-93.22055,44.96552,2
-93.31725,44.97659,1
-93.25818,44.96454,2
-93.29487,44.9974,3
-93.2634,44.96986,2
-93.28983,44.98022,1
-93.28804,44.95463,1
-93.26766,44.95823,1
-93.23478,44.97945,2
-93.23472,44.95108,4
-93.27195,44.98083,2
-93.29956,44.94747,1
-93.3231,44.95281,1
-93.29467,44.98898,3
-93.24868,44.94921,4
-93.28796,45.03617,3
-93.28546,44.9618,1
-93.29829,44.94747,1
-93.23472,44.95108,4
-93.2669,45.00089,3
-93.26502,44.9712,2
-93.22639,44.97362,2
-93.2651,44.96458,2
-93.29308,45.02125,3
-93.30214,45.00392,3
-93.27499,44.96976,1
-93.22703,44.9636,2
-93.27292,44.9739,2
-93.30569,44.99937,3
-93.30955,45.02137,3
-93.29471,45.04932,3
-93.23714,45.0141,3
-93.25503,44.94921,1
-93.29792,45.0448,3
-93.23155,44.95107,4
-93.22639,44.97362,2
-93.29443,44.95098,1
-93.27148,44.96458,1
-93.25672,45.01588,3
-93.30299,45.04845,3
-93.27534,44.95284,1
-93.27682,44.90266,4
-93.31885,44.91335,1
-93.30871,44.91326,1
-93.23478,44.97945,2
-93.22693,44.98567,2
-93.31822,44.91244,1
-93.27429,44.98078,2
-93.24984,44.96003,2
-93.28302,44.94747,1
-93.24674,44.97421,2
-93.24486,44.94565,4
-93.24804,44.94837,4
-93.26511,44.96,1
-93.31434,45.04486,3
-93.28935,44.95099,1
-93.31205,45.00138,3
-93.2652,44.95014,1
-93.23677,44.98153,2
-93.24861,44.93502,4
-93.26255,44.96759,2
-93.27781,44.96471,1
-93.32758,44.94724,1
-93.2995,44.95302,1
-93.26775,44.94921,1
-93.29431,45.00684,3
-93.25183,44.94473,4
-93.29562,44.96592,1
-93.24849,44.96811,2
-93.22315,44.97365,2
-93.24306,44.98856,2
-93.30857,44.97363,1
-93.24557,44.98309,2
-93.29559,45.01946,3
-93.31462,44.99608,3
-93.29334,45.00481,3
-93.24828,44.97332,2
-93.28293,44.95822,1
-93.2346,44.98196,2
-93.24062,44.94746,4
-93.26912,44.9795,2
-93.26511,44.95821,1
-93.27157,44.94921,1
-93.25618,44.93143,4
-93.30443,45.00467,3
-93.22958,44.92418,4
-93.23311,44.94927,4
-93.27897,44.96637,1
-93.29471,45.04932,3
-93.26106,44.96331,2
-93.31725,44.97659,1
-93.29443,44.95098,1
-93.27536,44.95015,1
-93.22723,44.90263,4
-93.22883,45.00363,2
-93.26775,44.94921,1
-93.23467,44.94043,4
-93.25239,44.92958,4
-93.27277,44.94045,1
-93.28126,44.97157,1
-93.22747,44.93904,4
-93.28184,44.97227,1
-93.22241,44.97392,2
-93.21136,44.91445,4
-93.2861,44.9609,1
-93.28573,44.92049,4
-93.2234,44.97303,2
-93.24258,44.98191,2
-93.288,44.9618,1
-93.28952,45.00086,3
-93.21773,44.99703,2
-93.28339,45.00653,3
-93.25365,44.92962,4
-93.28101,45.00256,3
-93.25875,44.93865,4
-93.26067,44.97198,2
-93.23947,44.94836,4
-93.27529,44.9865,2
-93.29367,44.94891,1
-93.28887,44.93407,1
-93.28935,44.96327,1
-93.22762,44.93684,4
-93.22883,45.00363,2
-93.25306,44.99508,2
-93.28493,45.00779,3
-93.28686,44.94379,1
-93.28493,45.00779,3
-93.30132,44.99149,3
-93.2822,44.94473,1
-93.22883,45.00363,2
-93.27912,44.98927,2
-93.29831,44.94565,1
-93.27351,44.97743,2
-93.26884,44.92964,4
-93.22726,44.89934,4
-93.24306,44.98856,2
-93.26309,44.99925,3
-93.22883,45.00363,2
-93.2964,45.0026,3
-93.24293,44.98528,2
-93.24258,44.98191,2
-93.27787,44.95463,1
-93.28647,45.00085,3
-93.25695,44.94836,1
-93.30019,44.94836,1
-93.27351,44.97743,2
-93.31461,44.9979,3
-93.27179,44.97736,2
-93.27971,44.94213,1
-93.22152,44.99375,2
-93.27712,44.99975,3
-93.23708,44.96589,2
-93.2179,44.97204,2
-93.30299,45.04845,3
-93.30216,44.94223,1
-93.29791,45.04842,3
-93.2677,44.94408,1
-93.292,44.9404,1
-93.23923,44.98765,2
-93.30145,44.94926,1
-93.28651,45.0194,3
-93.25627,45.00416,3
-93.32758,44.94724,1
-93.25249,44.94745,4
-93.22826,44.96007,2
-93.30148,44.94659,1
-93.26249,44.93144,4
-93.24674,44.97421,2
-93.29582,44.94041,1
-93.28932,44.95464,1
-93.29637,44.94836,1
-93.23514,44.94837,4
-93.25967,44.96718,2
-93.24036,44.93051,4
-93.2273,44.93231,4
-93.26897,44.96179,1
-93.24228,44.93863,4
-93.27252,44.97833,2
-93.22711,44.96957,2
-93.2506,44.96965,2
-93.26392,44.95014,1
-93.30574,45.02135,3
-93.2595,44.97882,2
-93.30089,45.00119,3
-93.25047,44.96093,2
-93.23677,44.98153,2
-93.27029,44.94921,1
-93.29568,44.95464,1
-93.22036,44.90266,4
-93.3057,44.99361,3
-93.24468,45.01088,3
-93.30088,45.0344,3
-93.23203,44.99396,2
-93.28554,44.95015,1
-93.26035,45.01267,3
-93.28292,44.96,1
-93.2781,44.89493,4
-93.22692,44.98482,2
-93.27968,44.94954,1
-93.29747,45.00956,3
-93.23538,44.98098,2
-93.27781,44.9618,1
-93.27534,44.95284,1
-93.28695,44.93316,1
-93.28827,44.92952,1
-93.26391,44.9152,4
-93.28429,44.94748,1
-93.3216,44.94671,1
-93.30012,44.95507,1
-93.24842,44.99488,2
-93.25371,44.95463,1
-93.27316,44.97996,2
-93.22636,44.95017,4
-93.27532,44.93864,1
-93.29828,44.99741,3
-93.27211,44.96521,1
-93.24724,44.97175,2
-93.26895,44.92061,4
-93.29467,44.98898,3
-93.24996,44.97002,2
-93.31082,45.02137,3
-93.29062,44.95118,1
-93.24485,44.95721,2
-93.29827,44.9496,1
-93.23079,44.94837,4
-93.22401,44.90627,4
-93.32395,44.92782,1
-93.27976,44.9332,1
-93.29882,44.99149,3
-93.22942,45.02137,3
-93.25775,44.98998,2
-93.29559,45.01584,3
-93.27964,44.95463,1
-93.2283,44.92778,4
-93.25882,44.94609,1
-93.30148,44.94659,1
-93.26912,44.9795,2
-93.25636,44.98925,2
-93.25164,44.97608,2
-93.23587,44.9987,2
-93.24337,44.98932,2
-93.27533,44.95463,1
-93.30174,45.05025,3
-93.23932,44.96005,2
-93.30443,45.00467,3
-93.31938,45.04669,3
-93.3082,45.03545,3
-93.2568,44.96771,2
-93.25554,45.00999,3
-93.26025,45.00415,3
-93.29255,44.94836,1
-93.2835,44.98823,3
-93.2549,45.01497,3
-93.21662,44.92153,4
-93.22883,45.00363,2
-93.30628,44.96728,1
-93.28321,44.89581,4
-93.2229,44.95106,4
-93.26779,44.8934,4
-93.27077,45.02046,3
-93.2431,44.91609,4
-93.22369,44.93144,4
-93.29637,44.94836,1
-93.22261,44.97246,2
-93.27791,44.93502,1
-93.29178,45.00863,3
-93.2506,44.96965,2
-93.27233,44.97231,2
-93.31206,44.99606,3
-93.3228,44.94841,1
-93.30191,45.0141,3
-93.23738,44.98307,2
-93.27794,44.92053,4
-93.29565,45.02489,3
-93.2372,44.93727,4
-93.28539,44.97915,2
-93.25672,44.969,2
-93.2053,44.94807,4
-93.26026,44.89883,4
-93.25428,44.93413,4
-93.28539,44.97915,2
-93.32309,44.94525,1
-93.22831,44.9296,4
-93.24671,44.93773,4
-93.24727,45.02308,3
-93.30087,44.94394,1
-93.25114,44.95823,2
-93.26897,44.95826,1
-93.2944,45.02669,3
-93.25497,44.91146,4
-93.21367,44.91535,4
-93.22315,44.97365,2
-93.28218,44.94835,1
-93.26464,45.01162,3
-93.2842,44.96,1
-93.3216,44.94671,1
-93.28295,44.95643,1
-93.29636,44.94925,1
-93.24859,44.95823,2
-93.27534,44.97758,2
-93.32309,44.94525,1
-93.29842,44.95199,1
-93.24865,44.94213,4
-93.2473,44.92061,4
-93.27431,44.97449,2
-93.28647,45.00085,3
-93.24443,44.98264,2
-93.25371,44.95463,1
-93.27533,44.95463,1
-93.3228,44.94841,1
-93.24306,44.98856,2
-93.25373,45.00555,3
-93.2677,44.95283,1
-93.22883,45.00363,2
-93.29502,44.99083,3
-93.2653,44.97197,2
-93.2676,44.93867,1
-93.32777,44.92451,1
-93.29334,45.00481,3
-93.2651,44.96332,1
-93.22358,44.98419,2
-93.22831,44.9296,4
-93.2854,45.02755,3
-93.28634,45.04239,3
-93.28952,45.00086,3
-93.26312,44.97236,2
-93.28745,44.94836,1
-93.31437,44.89616,4
-93.27409,44.94406,1
-93.22285,44.91035,4
-93.30512,44.98608,3
-93.24849,44.96811,2
-93.26199,44.99617,2
-93.26044,44.89162,4
-93.28801,44.96002,1
-93.29119,44.95912,1
-93.26013,44.977,2
-93.23472,44.95108,4
-93.30951,45.01233,3
-93.24696,44.98366,2
-93.30063,45.00866,3
-93.31927,44.94839,1
-93.31267,44.95432,1
-93.22883,45.00363,2
-93.24726,44.96449,2
-93.21515,44.99067,2
-93.26392,44.95014,1
-93.2283,44.92778,4
-93.28929,44.95822,1
-93.29313,44.95643,1
-93.21501,44.97089,2
-93.29817,44.96358,1
-93.25626,44.95463,1
-93.24485,44.95721,2
-93.26938,44.97699,2
-93.30704,44.98211,3
-93.30064,45.01589,3
-93.25049,44.95913,2
-93.23853,44.96397,2
-93.28495,45.01579,3
-93.22883,45.00363,2
-93.28634,45.04239,3
-93.30442,45.0087,3
-93.30118,44.9691,1
-93.30384,44.98969,3
-93.32758,44.94724,1
-93.21275,44.93686,4
-93.30833,44.97109,1
-93.21627,44.92244,4
-93.23211,44.93321,4
-93.24132,44.94837,4
-93.22291,44.90265,4
-93.28129,44.8956,4
-93.28539,44.97915,2
-93.22999,44.94406,4
-93.29235,44.96141,1
-93.28834,44.89331,4
-93.28952,45.00086,3
-93.27657,44.95642,1
-93.25124,45.00269,2
-93.29691,44.99083,3
-93.21697,44.9206,4
-93.2669,45.00089,3
-93.30317,45.0123,3
-93.23805,44.93773,4
-93.23143,44.96008,2
-93.28125,44.96179,1
-93.25243,44.99599,2
-93.26779,44.8934,4
-93.28801,44.96002,1
-93.3146,45.00693,3
-93.28681,44.95016,1
-93.29064,45.03044,3
-93.21012,44.96894,2
-93.28546,44.9618,1
-93.21771,44.99428,2
-93.28301,44.98422,2
-93.2284,44.94927,4
-93.26755,44.92784,4
-93.31076,45.0015,3
-93.2937,44.95962,1
-93.25246,44.94382,4
-93.26548,44.99618,2
-93.22261,44.97246,2
-93.29178,45.00863,3
-93.28076,45.014,3
-93.27785,44.95823,1
-93.22839,44.9135,4
-93.26505,44.93686,4
-93.21658,44.9728,2
-93.2933,44.98532,3
-93.2284,44.94927,4
-93.29443,44.95098,1
-93.30082,44.98579,3
-93.23807,44.94475,4
-93.26376,44.92784,4
-93.2618,44.96799,2
-93.28809,45.02845,3
-93.21404,44.93334,4
-93.27932,44.96704,1
-93.32758,44.94724,1
-93.23779,44.99149,2
-93.28869,45.0315,3
-93.30669,45.00409,3
-93.30387,44.9808,1
-93.26342,44.99567,2
-93.30444,45.01231,3
-93.27499,44.96976,1
-93.30148,44.94659,1
-93.27289,44.91335,4
-93.2193,44.9726,2
-93.31449,44.95423,1
-93.2571,44.98773,2
-93.2731,44.97918,2
-93.21974,44.94835,4
-93.30569,44.99937,3
-93.29434,45.02125,3
-93.30704,44.98211,3
-93.28952,45.00086,3
-93.30541,44.97978,1
-93.29015,45.043,3
-93.29371,44.96751,1
-93.29443,44.95098,1
-93.2776,44.98816,2
-93.28565,44.97259,1
-93.2651,44.96332,1
-93.26285,44.97815,2
-93.28043,45.0101,3
-93.23715,44.95264,4
-93.26912,44.9795,2
-93.27534,44.97758,2
-93.26312,44.97236,2
-93.27292,44.9739,2
-93.27664,44.94958,1
-93.2273,44.93231,4
-93.283,44.94954,1
-93.26313,45.01407,3
-93.27793,44.92415,4
-93.23802,44.96629,2
-93.21689,44.91792,4
-93.22281,44.99374,2
-93.26895,44.92061,4
-93.26384,44.95911,1
-93.24673,44.95374,2
-93.28282,44.97694,2
-93.32712,44.91251,1
-93.23297,44.9669,2
-93.26765,44.96179,1
-93.28292,44.96,1
-93.25244,44.95464,1
-93.281,44.97579,2
-93.28574,44.89874,4
-93.26421,44.97217,2
-93.22285,44.91125,4
-93.20342,44.93382,4
-93.29697,44.95125,1
-93.25122,44.94746,4
-93.24676,44.94837,4
-93.28408,44.96615,1
-93.22609,44.93595,4
-93.27787,44.95463,1
-93.22152,44.99375,2
-93.22194,44.93145,4
-93.29557,45.00685,3
-93.27339,44.96395,1
-93.25593,44.9765,2
-93.21527,44.94757,4
-93.25996,44.93324,4
-93.28101,45.00256,3
-93.28125,45.0131,3
-93.31925,44.94795,1
-93.24987,44.93502,4
-93.26255,44.93865,4
-93.23947,44.94836,4
-93.28148,45.01906,3
-93.29509,44.95777,1
-93.22286,44.98518,2
-93.24132,44.94837,4
-93.2284,44.98783,2
-93.27965,44.95284,1
-93.29105,44.9947,3
-93.25746,44.93684,4
-93.28801,44.96002,1
-93.22883,45.00363,2
-93.292,44.9404,1
-93.30064,45.01589,3
-93.26136,44.95195,1
-93.27882,44.97733,2
-93.27402,44.93503,1
-93.30833,44.97109,1
-93.27188,44.98006,2
-93.25874,44.92422,4
-93.27188,44.98006,2
-93.22282,44.91352,4
-93.29827,44.94881,1
-93.2315,44.99516,2
-93.23148,44.95647,2
-93.31389,44.95032,1
-93.25112,44.92955,4
-93.28204,44.96397,1
-93.28616,44.97399,1
-93.24861,44.93502,4
-93.22166,44.95106,4
-93.2486,44.93137,4
-93.31211,44.98701,3
-93.23038,44.9872,2
-93.29434,45.02125,3
-93.27042,44.9876,2
-93.29963,44.94042,1
-93.29637,44.94836,1
-93.23936,44.98515,2
-93.25671,45.01053,3
-93.28408,44.96615,1
-93.24994,44.95101,4
-93.2562,44.92422,4
-93.2709,44.94497,1
-93.30145,44.94926,1
-93.28951,44.93316,1
-93.25251,44.97505,2
-93.27932,44.90282,4
-93.29907,45.03823,3
-93.23267,44.99147,2
-93.23014,44.94273,4
-93.24798,44.93592,4
-93.25308,45.0009,2
-93.30574,45.02135,3
-93.22849,44.94045,4
-93.31925,44.94795,1
-93.29383,44.94836,1
-93.288,44.9618,1
-93.28654,45.02483,3
-93.30574,45.02135,3
-93.28297,44.95284,1
-93.26313,45.01407,3
-93.28893,45.04842,3
-93.31076,45.0015,3
-93.25566,44.94564,4
-93.29797,44.91505,1
-93.28019,44.98504,2
-93.27188,44.98006,2
-93.31501,44.89347,4
-93.255,44.94254,4
-93.27353,44.98855,2
-93.21021,44.92974,4
-93.21501,44.97089,2
-93.2776,44.98816,2
-93.27083,44.93956,1
-93.29014,44.98885,3
-93.29367,44.94891,1
-93.29454,44.94041,1
-93.23615,44.96498,2
-93.26392,44.95014,1
-93.25754,44.95327,1
-93.22545,44.92961,4
-93.23828,44.98538,2
-93.24733,44.95779,2
-93.22703,44.92778,4
-93.27663,44.92597,4
-93.25233,44.96047,2
-93.25672,44.969,2
-93.28827,44.90119,4
-93.26458,44.94835,1
-93.292,44.9404,1
-93.26136,44.95195,1
-93.27071,44.98658,2
-93.24324,44.98605,2
-93.2899,44.96539,1
-93.23513,44.9653,2
-93.225,44.94836,4
-93.28802,44.95823,1
-93.22325,44.93325,4
-93.24471,45.00693,2
-93.21262,44.97123,2
-93.26157,45.01054,3
-93.25186,44.94836,4
-93.27623,44.98717,2
-93.30444,45.01231,3
-93.29367,44.94891,1
-93.28556,44.94748,1
-93.23774,44.96336,2
-93.27663,44.94405,1
-93.25407,44.9765,2
-93.22883,45.00363,2
-93.32635,44.94503,1
-93.29819,44.98336,3
-93.23643,45.03281,3
-93.3216,44.94671,1
-93.24258,44.98191,2
-93.24871,44.98758,2
-93.28674,44.96001,1
-93.2108,44.95138,4
-93.27857,44.96771,1
-93.25999,44.93685,4
-93.22883,45.00363,2
-93.2626,44.9188,4
-93.25497,44.95644,1
-93.3216,44.94671,1
-93.29829,44.94747,1
-93.24735,45.01152,3
-93.26775,44.9475,1
-93.26682,44.99813,3
-93.22883,45.00363,2
-93.27348,44.94835,1
-93.21044,44.96999,2
-93.29339,44.91322,4
-93.25239,44.92958,4
-93.28941,44.94567,1
-93.29306,45.01178,3
-93.29432,45.01222,3
-93.29328,44.94041,1
-93.26901,44.917,4
-93.29502,44.99083,3
-93.26005,44.95643,1
-93.28133,44.95134,1
-93.27658,44.96458,1
-93.25562,44.9987,2
-93.2568,44.96771,2
-93.25672,44.969,2
-93.28801,44.96002,1
-93.30949,45.00873,3
-93.2353,44.9269,4
-93.29488,44.99198,3
-93.28932,44.95464,1
-93.25622,44.9188,4
-93.25365,44.92962,4
-93.2393,44.93411,4
-93.23569,44.98175,2
-93.21126,44.96548,2
-93.25365,44.92962,4
-93.24863,44.95464,2
-93.23715,44.95264,4
-93.24095,45.0177,3
-93.28053,45.01134,3
-93.24865,44.97081,2
-93.30199,44.96359,1
-93.25497,44.95644,1
-93.25418,44.96092,2
-93.24738,44.94213,4
-93.29001,44.94836,1
-93.27781,44.96471,1
-93.23219,44.96276,2
-93.2315,44.99516,2
-93.27338,44.96089,1
-93.25051,44.99508,2
-93.24565,44.96975,2
-93.23061,44.96529,2
-93.27623,44.98717,2
-93.28936,44.9492,1
-93.27781,44.96938,1
-93.23139,45.00777,2
-93.24798,44.93592,4
-93.29308,44.96181,1
-93.3216,44.94671,1
-93.29817,44.9785,1
-93.27754,44.89561,4
-93.23458,44.98875,2
-93.24246,44.98702,2
-93.22538,44.89881,4
-93.29076,44.93678,1
-93.23374,44.98531,2
-93.26251,44.92603,4
-93.24859,44.95823,2
-93.2307,45.02136,3
-93.24062,44.94565,4
-93.27431,44.97449,2
-93.2689,45.01388,3
-93.22229,44.94836,4
-93.3118,44.95324,1
-93.27663,44.94044,1
-93.2731,44.98246,2
-93.26647,44.9475,1
-93.30574,44.98698,3
-93.28354,45.04975,3
-93.26647,44.9152,4
-93.30274,44.94836,1
-93.27791,44.93863,1
-93.28955,44.92771,1
-93.283,44.94954,1
-93.27124,44.90883,4
-93.2626,44.95463,1
-93.29437,44.96002,1
-93.25186,44.94836,4
-93.31402,44.98611,3
-93.2425,44.96338,2
-93.27179,44.97736,2
-93.25031,44.96889,2
-93.29443,44.95098,1
-93.2676,44.93867,1
-93.29218,44.9675,1
-93.26767,45.00239,3
-93.23612,44.98579,2
-93.25637,44.90251,4
-93.23966,44.96275,2
-93.23588,45.00868,2
-93.23069,45.03059,3
-93.26262,44.94394,1
-93.22639,44.97362,2
-93.31882,44.90095,1
-93.28829,44.90579,4
-93.25119,44.95285,1
-93.24361,44.94795,4
-93.21658,44.9728,2
-93.21913,44.93148,4
-93.29193,45.03053,3
-93.32716,44.94933,1
-93.31377,44.95727,1
-93.28122,44.99146,3
-93.28296,44.95463,1
-93.29028,45.00024,3
-93.2292,44.94837,4
-93.25672,44.969,2
-93.21088,44.95257,4
-93.3159,44.99609,3
-93.22563,45.00668,2
-93.32654,44.91883,1
-93.25554,45.00999,3
-93.26642,44.94408,1
-93.26421,44.97217,2
-93.24736,44.93863,4
-93.21534,44.97319,2
-93.28021,45.00478,3
-93.32333,44.9161,1
-93.27073,45.00388,3
-93.29641,45.03544,3
-93.29703,44.94565,1
-93.24723,45.03253,3
-93.26569,44.93776,4
-93.27024,44.94407,1
-93.255,45.00409,3
-93.25247,44.95284,1
-93.25551,45.01163,3
-93.2721,44.97486,2
-93.25353,44.98497,2
-93.23921,44.96775,2
-93.25058,44.94655,4
-93.27793,44.94579,1
-93.27274,44.96179,1
-93.27819,44.97694,2
-93.29584,44.9568,1
-93.28292,44.96,1
-93.29209,44.90952,4
-93.25248,44.951,1
-93.27528,44.96332,1
-93.30379,45.0078,3
-93.25375,44.94564,4
-93.31461,44.99972,3
-93.24988,44.95643,2
-93.29565,44.95867,1
-93.29317,44.95099,1
-93.28083,44.96932,1
-93.28809,44.9492,1
-93.27771,44.9705,1
-93.27791,44.93502,1
-93.21659,44.93502,4
-93.22883,45.00363,2
-93.22107,44.92783,4
-93.28493,45.00535,3
-93.26256,44.96135,1
-93.29637,44.94836,1
-93.27403,44.93142,4
-93.28369,44.96269,1
-93.29107,45.01133,3
-93.24865,44.97081,2
-93.21921,44.92059,4
-93.29637,44.94836,1
-93.27785,44.95823,1
-93.29062,45.02847,3
-93.22283,44.96975,2
-93.23845,45.00687,2
-93.30443,45.00467,3
-93.23143,44.96008,2
-93.23538,44.98098,2
-93.26264,44.99453,2
-93.2273,44.93231,4
-93.28707,44.99305,3
-93.23465,44.9314,4
-93.22883,45.00363,2
-93.29828,45.02951,3
-93.29565,45.02489,3
-93.21206,44.94834,4
-93.30444,44.99577,3
-93.28566,44.93317,1
-93.25441,44.94836,1
-93.28952,45.00086,3
-93.28322,44.96692,1
-93.27658,44.96458,1
-93.25112,44.92778,4
-93.3082,44.99785,3
-93.3057,44.99361,3
-93.27316,44.97996,2
-93.29535,45.05023,3
-93.22994,44.98783,2
-93.21591,44.94834,4
-93.28139,44.94213,1
-93.27658,44.96458,1
-93.28131,44.95463,1
-93.2499,44.95464,2
-93.22369,44.93144,4
-93.26392,44.95014,1
-93.219,44.98881,2
-93.28634,45.04239,3
-93.27932,44.96704,1
-93.24987,44.95823,2
-93.3082,44.99967,3
-93.26931,44.99788,3
-93.24557,44.98309,2
-93.25243,44.99599,2
-93.29637,44.94836,1
-93.29376,45.02578,3
-93.2664,44.96179,1
-93.24544,44.9987,2
-93.24171,44.96274,2
-93.27534,44.97758,2
-93.28019,44.98504,2
-93.27709,44.99775,3
-93.2781,44.89673,4
-93.2786,44.96269,1
-93.2346,45.00688,2
-93.2766,44.95137,1
-93.23331,44.99238,2
-93.23658,44.98404,2
-93.22567,44.97192,2
-93.23931,44.96637,2
-93.23003,44.94135,4
-93.24696,44.98366,2
-93.229,44.96276,2
-93.29959,44.94382,1
-93.28518,44.97217,1
-93.27781,44.96471,1
-93.2883,44.90417,4
-93.29571,44.95099,1
-93.29471,45.04932,3
-93.29791,45.04842,3
-93.24786,44.98137,2
-93.2651,44.96458,2
-93.2524,44.93502,4
-93.22433,44.90446,4
-93.27377,44.97622,2
-93.25568,44.94836,1
-93.25111,44.96003,2
-93.29137,45.03608,3
-93.30426,45.04846,3
-93.28053,45.01134,3
-93.23949,44.98713,2
-93.27195,44.98083,2
-93.28132,44.95284,1
-93.32551,44.92223,1
-93.3061,44.90062,4
-93.3045,45.02314,3
-93.29944,44.9785,1
-93.28322,44.96692,1
-93.23587,44.9987,2
-93.29326,44.94212,1
-93.25611,44.96272,2
-93.23412,44.9837,2
-93.28408,44.96615,1
-93.28125,44.96179,1
-93.21662,44.92153,4
-93.27617,44.90371,4
-93.29028,45.00024,3
-93.27534,44.97758,2
-93.25439,44.96273,2
-93.27781,44.96471,1
-93.25747,44.92603,4
-93.27534,44.97758,2
-93.26667,44.9987,3
-93.27781,44.96789,1
-93.30209,44.94959,1
-93.23077,44.95017,4
-93.30517,44.98076,1
-93.23708,44.96589,2
-93.31207,45.01595,3
-93.29255,44.94836,1
-93.29402,45.043,3
-93.24682,44.99005,2
-93.24722,44.97263,2
-93.2958,44.94212,1
-93.27401,44.96179,1
-93.30595,45.03233,3
-93.28019,44.98504,2
-93.28625,44.9395,1
-93.24859,44.95823,2
-93.22498,44.97023,2
-93.26376,44.92784,4
-93.24859,44.95823,2
-93.30197,44.98336,3
-93.23342,44.94124,4
-93.28887,45.0394,3
-93.2283,44.92778,4
-93.24992,44.95285,1
-93.24171,44.96274,2
-93.25239,44.92958,4
-93.23712,45.02497,3
-93.28224,44.9359,1
-93.22888,44.99869,2
-93.30571,45.01593,3
-93.29051,44.96589,1
-93.29663,45.0466,3
-93.29634,44.98053,1
-93.28365,44.94835,1
-93.23514,44.94837,4
-93.29637,44.94836,1
-93.24062,44.94565,4
-93.22409,44.99372,2
-93.22687,44.99325,2
-93.29015,45.043,3
-93.3082,45.03545,3
-93.25314,44.94836,4
-93.25053,44.95553,2
-93.26889,45.00954,3
-93.26545,45.01497,3
-93.2331,44.97813,2
-93.29509,44.95777,1
-93.2969,44.96343,1
-93.29562,44.96493,1
-93.2995,44.95302,1
-93.24227,45.00382,2
-93.22288,44.90492,4
-93.27406,44.95462,1
-93.29811,45.01227,3
-93.28809,44.9492,1
-93.27878,44.98732,2
-93.28654,45.02483,3
-93.2613,44.94046,4
-93.29498,44.96271,1
-93.30046,45.04843,3
-93.23784,44.98132,2
-93.28952,45.00086,3
-93.28408,44.96615,1
-93.28322,44.96692,1
-93.21078,44.90538,4
-93.26765,44.96848,2
-93.22036,44.90266,4
-93.23712,45.02857,3
-93.2165,44.90628,4
-93.28303,44.94566,1
-93.23968,44.99238,2
-93.25428,44.93413,4
-93.2102,44.92612,4
-93.24229,44.94213,4
-93.23955,44.98264,2
-93.31203,45.00331,3
-93.25876,44.95823,1
-93.28834,44.89331,4
-93.25769,44.9766,2
-93.2703,44.9475,1
-93.2818,44.92775,1
-93.20892,44.89931,4
-93.27403,44.96574,1
-93.22409,44.99372,2
-93.23966,44.96275,2
-93.27195,44.98083,2
-93.25372,45.00198,2
-93.27794,44.92053,4
-93.25183,44.99871,2
-93.28952,45.00086,3
-93.28539,44.97915,2
-93.24995,44.94746,4
-93.32683,44.9536,1
-93.24857,44.92423,4
-93.22103,44.91968,4
-93.24605,44.92422,4
-93.25117,44.94044,4
-93.24696,44.98366,2
-93.29028,45.00024,3
-93.27998,44.99829,3
-93.28102,44.97449,1
-93.28148,45.01906,3
-93.28539,44.97915,2
-93.26067,44.97198,2
-93.23773,44.95868,2
-93.27406,44.95462,1
-93.2447,44.96305,2
-93.28992,45.01851,3
-93.27071,44.98658,2
-93.26765,44.96331,1
-93.28495,44.94291,1
-93.28801,44.96002,1
-93.26311,45.01054,3
-93.28133,44.95134,1
-93.21723,44.92425,4
-93.29944,44.9785,1
-93.27932,44.96825,1
-93.29321,45.03054,3
-93.30949,44.99968,3
-93.25495,44.95823,2
-93.2652,44.95014,1
-93.24736,45.00642,2
-93.26136,44.95195,1
-93.23973,44.93141,4
-93.25432,44.95734,2
-93.24607,44.93321,4
-93.25055,44.95374,2
-93.30612,44.89651,4
-93.2677,44.95283,1
-93.28721,45.01295,3
-93.29055,44.96002,1
-93.21689,44.91792,4
-93.21645,44.91171,4
-93.28539,44.97915,2
-93.24095,45.01589,3
-93.22942,44.97666,2
-93.26889,44.93867,1
-93.25031,44.96889,2
-93.32712,44.91251,1
-93.26901,44.917,4
-93.27709,44.97234,2
-93.26766,44.95823,1
-93.28952,45.00086,3
-93.2563,44.94921,1
-93.26929,45.00033,3
-93.23617,44.98,2
-93.29938,45.01588,3
-93.24849,44.96811,2
-93.3057,44.99361,3
-93.24804,44.94837,4
-93.26593,44.98218,2
-93.25122,44.94746,4
-93.27094,44.94835,1
-93.24725,44.96897,2
-93.22027,44.9888,2
-93.25695,44.94836,1
-93.29957,45.0323,3
-93.2651,44.96458,2
-93.23211,44.93321,4
-93.26003,44.94004,4
-93.30319,45.02132,3
-93.25244,44.95464,1
-93.25878,44.95643,1
-93.24734,45.01266,3
-93.24402,44.98506,2
-93.29187,44.95464,1
-93.26478,44.99763,2
-93.28204,44.96397,1
-93.30445,44.9936,3
-93.2473,44.9188,4
-93.30145,44.94926,1
-93.2343,44.98119,2
-93.26692,44.97332,2
-93.26637,44.94047,1
-93.30669,45.00409,3
-93.27671,44.91513,4
-93.2389,44.93862,4
-93.29059,44.95463,1
-93.31082,45.02137,3
-93.25499,45.00198,2
-93.24737,44.94043,4
-93.24258,44.98191,2
-93.21895,44.92423,4
-93.25112,44.92778,4
-93.28218,44.94835,1
